2000	-9.2015
2002.22469	-9.14782
2004.44939	-9.0938
2006.67408	-9.03944
2008.89878	-8.98475
2011.12347	-8.92971
2013.34816	-8.87432
2015.57286	-8.81858
2017.79755	-8.76249
2020.02225	-8.70605
2022.24694	-8.64925
2024.47164	-8.59209
2026.69633	-8.53457
2028.92102	-8.47668
2031.14572	-8.41842
2033.37041	-8.35979
2035.59511	-8.30078
2037.8198	-8.2414
2040.04449	-8.18163
2042.26919	-8.12148
2044.49388	-8.06094
2046.71858	-8.00002
2048.94327	-7.93869
2051.16796	-7.87698
2053.39266	-7.81486
2055.61735	-7.75233
2057.84205	-7.6894
2060.06674	-7.62606
2062.29143	-7.56231
2064.51613	-7.49814
2066.74082	-7.43355
2068.96552	-7.36854
2071.19021	-7.30309
2073.41491	-7.23722
2075.6396	-7.17091
2077.86429	-7.10417
2080.08899	-7.03698
2082.31368	-6.96935
2084.53838	-6.90127
2086.76307	-6.83273
2088.98776	-6.76374
2091.21246	-6.69429
2093.43715	-6.62437
2095.66185	-6.55399
2097.88654	-6.48313
2100.11123	-6.4118
2102.33593	-6.33998
2104.56062	-6.26769
2106.78532	-6.1949
2109.01001	-6.12162
2111.23471	-6.04785
2113.4594	-5.97357
2115.68409	-5.89879
2117.90879	-5.8235
2120.13348	-5.74769
2122.35818	-5.67137
2124.58287	-5.59453
2126.80756	-5.51716
2129.03226	-5.43925
2131.25695	-5.36081
2133.48165	-5.28183
2135.70634	-5.20231
2137.93103	-5.12223
2140.15573	-5.0416
2142.38042	-4.96041
2144.60512	-4.87866
2146.82981	-4.79634
2149.05451	-4.71344
2151.2792	-4.62997
2153.50389	-4.54591
2155.72859	-4.46126
2157.95328	-4.37602
2160.17798	-4.29018
2162.40267	-4.20373
2164.62736	-4.11668
2166.85206	-4.02901
2169.07675	-3.94071
2171.30145	-3.8518
2173.52614	-3.76225
2175.75083	-3.67206
2177.97553	-3.58124
2180.20022	-3.48976
2182.42492	-3.39763
2184.64961	-3.30485
2186.8743	-3.21139
2189.099	-3.11727
2191.32369	-3.02247
2193.54839	-2.92698
2195.77308	-2.83081
2197.99778	-2.73394
2200.22247	-2.63638
2202.44716	-2.5381
2204.67186	-2.43911
2206.89655	-2.3394
2209.12125	-2.23897
2211.34594	-2.1378
2213.57063	-2.03589
2215.79533	-1.93324
2218.02002	-1.82984
2220.24472	-1.72567
2222.46941	-1.62074
2224.6941	-1.51504
2226.9188	-1.40856
2229.14349	-1.3013
2231.36819	-1.19324
2233.59288	-1.08438
2235.81758	-0.97471
2238.04227	-0.86423
2240.26696	-0.75292
2242.49166	-0.64079
2244.71635	-0.52782
2246.94105	-0.414
2249.16574	-0.29934
2251.39043	-0.18381
2253.61513	-0.06742
2255.83982	0.04984
2258.06452	0.16799
2260.28921	0.28703
2262.5139	0.40697
2264.7386	0.52782
2266.96329	0.64957
2269.18799	0.77226
2271.41268	0.89587
2273.63737	1.02042
2275.86207	1.14592
2278.08676	1.27238
2280.31146	1.3998
2282.53615	1.52819
2284.76085	1.65757
2286.98554	1.78794
2289.21023	1.9193
2291.43493	2.05168
2293.65962	2.18508
2295.88432	2.3195
2298.10901	2.45496
2300.3337	2.59146
2302.5584	2.72902
2304.78309	2.86764
2307.00779	3.00734
2309.23248	3.14812
2311.45717	3.28999
2313.68187	3.43297
2315.90656	3.57706
2318.13126	3.72227
2320.35595	3.86861
2322.58065	4.0161
2324.80534	4.16474
2327.03003	4.31455
2329.25473	4.46552
2331.47942	4.61769
2333.70412	4.77104
2335.92881	4.9256
2338.1535	5.08138
2340.3782	5.23839
2342.60289	5.39663
2344.82759	5.55612
2347.05228	5.71687
2349.27697	5.87889
2351.50167	6.04219
2353.72636	6.20679
2355.95106	6.37269
2358.17575	6.5399
2360.40044	6.70844
2362.62514	6.87832
2364.84983	7.04956
2367.07453	7.22215
2369.29922	7.39612
2371.52392	7.57148
2373.74861	7.74823
2375.9733	7.92639
2378.198	8.10598
2380.42269	8.287
2382.64739	8.46946
2384.87208	8.65339
2387.09677	8.83879
2389.32147	9.02567
2391.54616	9.21405
2393.77086	9.40394
2395.99555	9.59535
2398.22024	9.7883
2400.44494	9.98279
2402.66963	10.17885
2404.89433	10.37647
2407.11902	10.57569
2409.34372	10.77651
2411.56841	10.97893
2413.7931	11.18299
2416.0178	11.38869
2418.24249	11.59603
2420.46719	11.80505
2422.69188	12.01575
2424.91657	12.22813
2427.14127	12.44223
2429.36596	12.65805
2431.59066	12.8756
2433.81535	13.0949
2436.04004	13.31596
2438.26474	13.53879
2440.48943	13.76342
2442.71413	13.98985
2444.93882	14.21809
2447.16352	14.44817
2449.38821	14.68009
2451.6129	14.91387
2453.8376	15.14952
2456.06229	15.38705
2458.28699	15.62649
2460.51168	15.86784
2462.73637	16.11111
2464.96107	16.35633
2467.18576	16.6035
2469.41046	16.85264
2471.63515	17.10377
2473.85984	17.35689
2476.08454	17.61201
2478.30923	17.86917
2480.53393	18.12835
2482.75862	18.38959
2484.98331	18.6529
2487.20801	18.91827
2489.4327	19.18574
2491.6574	19.45532
2493.88209	19.727
2496.10679	20.00082
2498.33148	20.27678
2500.55617	20.5549
2502.78087	20.83518
2505.00556	21.11764
2507.23026	21.40229
2509.45495	21.68915
2511.67964	21.97822
2513.90434	22.26952
2516.12903	22.56306
2518.35373	22.85884
2520.57842	23.1569
2522.80311	23.45722
2525.02781	23.75983
2527.2525	24.06473
2529.4772	24.37193
2531.70189	24.68145
2533.92659	24.99329
2536.15128	25.30746
2538.37597	25.62398
2540.60067	25.94285
2542.82536	26.26407
2545.05006	26.58767
2547.27475	26.91364
2549.49944	27.24199
2551.72414	27.57273
2553.94883	27.90586
2556.17353	28.2414
2558.39822	28.57935
2560.62291	28.91971
2562.84761	29.26248
2565.0723	29.60768
2567.297	29.9553
2569.52169	30.30535
2571.74638	30.65784
2573.97108	31.01276
2576.19577	31.37011
2578.42047	31.7299
2580.64516	32.09212
2582.86986	32.45679
2585.09455	32.82389
2587.31924	33.19342
2589.54394	33.56538
2591.76863	33.93978
2593.99333	34.3166
2596.21802	34.69584
2598.44271	35.07749
2600.66741	35.46156
2602.8921	35.84803
2605.1168	36.23689
2607.34149	36.62814
2609.56618	37.02177
2611.79088	37.41777
2614.01557	37.81612
2616.24027	38.21681
2618.46496	38.61984
2620.68966	39.02518
2622.91435	39.43283
2625.13904	39.84276
2627.36374	40.25496
2629.58843	40.66941
2631.81313	41.08609
2634.03782	41.50499
2636.26251	41.92607
2638.48721	42.34932
2640.7119	42.77471
2642.9366	43.20222
2645.16129	43.63183
2647.38598	44.06349
2649.61068	44.4972
2651.83537	44.9329
2654.06007	45.37059
2656.28476	45.81021
2658.50945	46.25175
2660.73415	46.69515
2662.95884	47.1404
2665.18354	47.58744
2667.40823	48.03625
2669.63293	48.48677
2671.85762	48.93897
2674.08231	49.39281
2676.30701	49.84823
2678.5317	50.3052
2680.7564	50.76367
2682.98109	51.22358
2685.20578	51.68489
2687.43048	52.14755
2689.65517	52.6115
2691.87987	53.07668
2694.10456	53.54305
2696.32925	54.01055
2698.55395	54.47911
2700.77864	54.94868
2703.00334	55.41919
2705.22803	55.89059
2707.45273	56.3628
2709.67742	56.83577
2711.90211	57.30943
2714.12681	57.78371
2716.3515	58.25853
2718.5762	58.73384
2720.80089	59.20956
2723.02558	59.68562
2725.25028	60.16194
2727.47497	60.63845
2729.69967	61.11507
2731.92436	61.59173
2734.14905	62.06836
2736.37375	62.54486
2738.59844	63.02118
2740.82314	63.49721
2743.04783	63.97289
2745.27253	64.44814
2747.49722	64.92287
2749.72191	65.397
2751.94661	65.87045
2754.1713	66.34314
2756.396	66.81499
2758.62069	67.28591
2760.84538	67.75582
2763.07008	68.22464
2765.29477	68.69229
2767.51947	69.15869
2769.74416	69.62375
2771.96885	70.0874
2774.19355	70.54955
2776.41824	71.01012
2778.64294	71.46905
2780.86763	71.92624
2783.09232	72.38163
2785.31702	72.83513
2787.54171	73.28669
2789.76641	73.73621
2791.9911	74.18364
2794.2158	74.6289
2796.44049	75.07193
2798.66518	75.51266
2800.88988	75.95104
2803.11457	76.38699
2805.33927	76.82047
2807.56396	77.25141
2809.78865	77.67977
2812.01335	78.1055
2814.23804	78.52855
2816.46274	78.94888
2818.68743	79.36644
2820.91212	79.78121
